OBJECTID,JOIN_FID,INCIDENT,FIRE_YEARn,GISAcres,TotalBird,year,month,day,individualCount,genus,specificEpithet,species,vernacularName,collectionCode
211,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
212,99,R I V E R,2013,406.8415,302,2005,6,11,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
213,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Passerina,amoena,Passerina amoena,NA,PRBO-PC
214,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
215,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
216,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
217,99,R I V E R,2013,406.8415,302,2002,6,10,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
218,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Thryomanes,bewickii,Thryomanes bewickii,NA,PRBO-PC
219,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Thryomanes,bewickii,Thryomanes bewickii,NA,PRBO-PC
220,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Toxostoma,lecontei,Toxostoma lecontei,NA,PRBO-PC
221,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Pica,pica,Pica hudsonia,NA,PRBO-PC
222,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Pica,pica,Pica hudsonia,NA,PRBO-PC
223,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Picoides,nuttallii,Picoides nuttallii,NA,PRBO-PC
224,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
225,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
226,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
227,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
228,118,M O F F A T,2018,1253.925,1323,2002,6,25,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
229,99,R I V E R,2013,406.8415,302,2003,5,25,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
230,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Xanthocephalus,xanthocephalus,Xanthocephalus xanthocephalus,NA,PRBO-PC
231,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Cardellina,pusilla,Cardellina pusilla,NA,PRBO-PC
232,118,M O F F A T,2018,1253.925,1323,2003,6,27,NA,Zenaida,macroura,Zenaida macroura,NA,PRBO-PC
233,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Zenaida,macroura,Zenaida macroura,NA,PRBO-PC
234,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Polioptila,caerulea,Polioptila caerulea,NA,PRBO-PC
235,118,M O F F A T,2018,1253.925,1323,2005,6,6,NA,Psaltriparus,minimus,Psaltriparus minimus,NA,PRBO-PC
236,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Ptilinopus,porphyraceus,Ptilinopus porphyraceus,NA,PRBO-PC
237,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
238,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
239,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
240,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
241,118,M O F F A T,2018,1253.925,1323,2003,6,27,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
242,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
243,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
244,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
245,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
246,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
247,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
248,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
249,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
250,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
251,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
252,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
253,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
254,118,M O F F A T,2018,1253.925,1323,2002,6,25,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
255,118,M O F F A T,2018,1253.925,1323,2005,6,6,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
256,99,R I V E R,2013,406.8415,302,2002,6,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
257,99,R I V E R,2013,406.8415,302,2005,6,11,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
258,99,R I V E R,2013,406.8415,302,2002,6,10,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
259,99,R I V E R,2013,406.8415,302,2003,5,25,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
260,99,R I V E R,2013,406.8415,302,2005,6,24,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
261,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Sayornis,nigricans,Sayornis nigricans,NA,PRBO-PC
262,99,R I V E R,2013,406.8415,302,2005,6,11,NA,Sayornis,nigricans,Sayornis nigricans,NA,PRBO-PC
263,99,R I V E R,2013,406.8415,302,2002,6,26,NA,Stelgidopteryx,serripennis,Stelgidopteryx serripennis,NA,PRBO-PC
264,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
265,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
266,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
267,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
268,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
269,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
270,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
271,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
272,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
273,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
274,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,NA,NA,NA,NA,PRBO-PC
275,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Tachycineta,thalassina,Tachycineta thalassina,NA,PRBO-PC
276,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Thryomanes,bewickii,Thryomanes bewickii,NA,PRBO-PC
277,118,M O F F A T,2018,1253.925,1323,2005,6,6,NA,Thryomanes,bewickii,Thryomanes bewickii,NA,PRBO-PC
278,99,R I V E R,2013,406.8415,302,2003,6,23,NA,Toxostoma,lecontei,Toxostoma lecontei,NA,PRBO-PC
279,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Callipepla,californica,Callipepla californica,NA,PRBO-PC
280,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
281,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
282,118,M O F F A T,2018,1253.925,1323,2003,6,27,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
283,99,R I V E R,2013,406.8415,302,2005,6,24,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
284,99,R I V E R,2013,406.8415,302,2005,6,24,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
285,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Zenaida,macroura,Zenaida macroura,NA,PRBO-PC
286,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Zenaida,macroura,Zenaida macroura,NA,PRBO-PC
287,118,M O F F A T,2018,1253.925,1323,2003,6,29,NA,Zenaida,macroura,Zenaida macroura,NA,PRBO-PC
288,99,R I V E R,2013,406.8415,302,2005,6,24,NA,Zenaida,macroura,Zenaida macroura,NA,PRBO-PC
289,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Cathartes,aura,Cathartes aura,NA,PRBO-PC
290,118,M O F F A T,2018,1253.925,1323,2003,6,27,NA,Chordeiles,acutipennis,Chordeiles acutipennis,NA,PRBO-PC
291,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Chordeiles,minor,Chordeiles minor,NA,PRBO-PC
292,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Chordeiles,minor,Chordeiles minor,NA,PRBO-PC
293,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Colaptes,auratus,Colaptes auratus,NA,PRBO-PC
294,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Colaptes,auratus,Colaptes auratus,NA,PRBO-PC
295,99,R I V E R,2013,406.8415,302,2003,6,6,NA,Colaptes,auratus,Colaptes auratus,NA,PRBO-PC
296,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Cypseloides,niger,Cypseloides niger,NA,PRBO-PC
297,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Falco,sparverius,Falco sparverius,NA,PRBO-PC
298,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Falco,sparverius,Falco sparverius,NA,PRBO-PC
299,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Euphagus,cyanocephalus,Euphagus cyanocephalus,NA,PRBO-PC
300,118,M O F F A T,2018,1253.925,1323,2002,6,25,NA,Falco,sparverius,Falco sparverius,NA,PRBO-PC
301,99,R I V E R,2013,406.8415,302,2003,6,6,NA,Falco,sparverius,Falco sparverius,NA,PRBO-PC
302,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Geothlypis,trichas,Geothlypis trichas,NA,PRBO-PC
303,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Geothlypis,trichas,Geothlypis trichas,NA,PRBO-PC
304,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Geothlypis,trichas,Geothlypis trichas,NA,PRBO-PC
305,118,M O F F A T,2018,1253.925,1323,2003,6,27,NA,Geothlypis,trichas,Geothlypis trichas,NA,PRBO-PC
306,99,R I V E R,2013,406.8415,302,2003,6,23,NA,Geothlypis,trichas,Geothlypis trichas,NA,PRBO-PC
307,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,NA,NA,NA,NA,PRBO-PC
308,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Icterus,bullockii,Icterus bullockii,NA,PRBO-PC
309,99,R I V E R,2013,406.8415,302,2005,6,11,NA,Icterus,bullockii,Icterus bullockii,NA,PRBO-PC
310,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Lanius,ludovicianus,Lanius ludovicianus,NA,PRBO-PC
311,99,R I V E R,2013,406.8415,302,2002,6,10,NA,Lanius,ludovicianus,Lanius ludovicianus,NA,PRBO-PC
312,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Mimus,polyglottos,Mimus polyglottos,NA,PRBO-PC
313,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Mimus,polyglottos,Mimus polyglottos,NA,PRBO-PC
314,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Molothrus,ater,Molothrus ater,NA,PRBO-PC
315,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Molothrus,ater,Molothrus ater,NA,PRBO-PC
316,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Molothrus,ater,Molothrus ater,NA,PRBO-PC
317,99,R I V E R,2013,406.8415,302,2003,6,23,NA,Molothrus,ater,Molothrus ater,NA,PRBO-PC
318,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Myiarchus,cinerascens,Myiarchus cinerascens,NA,PRBO-PC
319,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Myiarchus,cinerascens,Myiarchus cinerascens,NA,PRBO-PC
320,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Myiarchus,cinerascens,Myiarchus cinerascens,NA,PRBO-PC
321,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Pica,pica,Pica hudsonia,NA,PRBO-PC
322,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Pica,pica,Pica hudsonia,NA,PRBO-PC
323,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Polioptila,caerulea,Polioptila caerulea,NA,PRBO-PC
324,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
325,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
326,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
327,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
328,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
329,99,R I V E R,2013,406.8415,302,2005,6,24,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
330,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
331,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
332,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
333,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Thryomanes,bewickii,Thryomanes bewickii,NA,PRBO-PC
334,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
335,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
336,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
337,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
338,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
339,99,R I V E R,2013,406.8415,302,2005,6,11,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
340,99,R I V E R,2013,406.8415,302,2005,6,11,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
341,118,M O F F A T,2018,1253.925,1323,2003,6,27,NA,Zenaida,macroura,Zenaida macroura,NA,PRBO-PC
342,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Zenaida,macroura,Zenaida macroura,NA,PRBO-PC
343,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Zenaida,macroura,Zenaida macroura,NA,PRBO-PC
344,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Zenaida,macroura,Zenaida macroura,NA,PRBO-PC
345,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
346,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
347,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
348,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
349,118,M O F F A T,2018,1253.925,1323,2003,6,27,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
350,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
351,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
352,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
353,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
354,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
355,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
356,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
357,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
358,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
359,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
360,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
361,118,M O F F A T,2018,1253.925,1323,2003,6,27,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
362,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
363,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
364,118,M O F F A T,2018,1253.925,1323,2005,6,6,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
365,99,R I V E R,2013,406.8415,302,2002,6,26,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
366,99,R I V E R,2013,406.8415,302,2003,5,25,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
367,99,R I V E R,2013,406.8415,302,2005,6,24,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
368,99,R I V E R,2013,406.8415,302,2002,6,10,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
369,99,R I V E R,2013,406.8415,302,2003,5,25,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
370,99,R I V E R,2013,406.8415,302,2005,6,24,NA,Agelaius,phoeniceus,Agelaius phoeniceus,NA,PRBO-PC
371,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Anas,platyrhynchos,Anas platyrhynchos,NA,PRBO-PC
372,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Bombycilla,cedrorum,Bombycilla cedrorum,NA,PRBO-PC
373,99,R I V E R,2013,406.8415,302,2002,5,25,NA,Buteo,jamaicensis,Buteo jamaicensis,NA,PRBO-PC
374,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Callipepla,californica,Callipepla californica,NA,PRBO-PC
375,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Spinus,psaltria,Spinus psaltria,NA,PRBO-PC
376,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Charadrius,vociferus,Charadrius vociferus,NA,PRBO-PC
377,118,M O F F A T,2018,1253.925,1323,2003,6,27,NA,Chordeiles,acutipennis,Chordeiles acutipennis,NA,PRBO-PC
378,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Chordeiles,minor,Chordeiles minor,NA,PRBO-PC
379,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Colaptes,auratus,Colaptes auratus,NA,PRBO-PC
380,99,R I V E R,2013,406.8415,302,2005,6,24,NA,Colaptes,auratus,Colaptes auratus,NA,PRBO-PC
381,118,M O F F A T,2018,1253.925,1323,2002,6,25,NA,Corvus,corax,Corvus corax,NA,PRBO-PC
382,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Falco,sparverius,Falco sparverius,NA,PRBO-PC
383,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Euphagus,cyanocephalus,Euphagus cyanocephalus,NA,PRBO-PC
384,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Euphagus,cyanocephalus,Euphagus cyanocephalus,NA,PRBO-PC
385,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Falco,sparverius,Falco sparverius,NA,PRBO-PC
386,99,R I V E R,2013,406.8415,302,2003,6,6,NA,Falco,sparverius,Falco sparverius,NA,PRBO-PC
387,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Geothlypis,trichas,Geothlypis trichas,NA,PRBO-PC
388,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Geothlypis,trichas,Geothlypis trichas,NA,PRBO-PC
389,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Geothlypis,trichas,Geothlypis trichas,NA,PRBO-PC
390,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Geothlypis,trichas,Geothlypis trichas,NA,PRBO-PC
391,99,R I V E R,2013,406.8415,302,2005,6,11,NA,Geothlypis,trichas,Geothlypis trichas,NA,PRBO-PC
392,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,NA,NA,NA,NA,PRBO-PC
393,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Lanius,ludovicianus,Lanius ludovicianus,NA,PRBO-PC
394,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Melospiza,melodia,Melospiza melodia,NA,PRBO-PC
395,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Melospiza,melodia,Melospiza melodia,NA,PRBO-PC
396,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Melospiza,melodia,Melospiza melodia,NA,PRBO-PC
397,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Melospiza,melodia,Melospiza melodia,NA,PRBO-PC
398,99,R I V E R,2013,406.8415,302,2002,5,25,NA,Melospiza,melodia,Melospiza melodia,NA,PRBO-PC
399,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Mimus,polyglottos,Mimus polyglottos,NA,PRBO-PC
400,118,M O F F A T,2018,1253.925,1323,2003,6,27,NA,Mimus,polyglottos,Mimus polyglottos,NA,PRBO-PC
401,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Molothrus,ater,Molothrus ater,NA,PRBO-PC
402,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Molothrus,ater,Molothrus ater,NA,PRBO-PC
403,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Molothrus,ater,Molothrus ater,NA,PRBO-PC
404,118,M O F F A T,2018,1253.925,1323,2003,6,27,NA,Molothrus,ater,Molothrus ater,NA,PRBO-PC
405,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Molothrus,ater,Molothrus ater,NA,PRBO-PC
406,99,R I V E R,2013,406.8415,302,2005,6,24,NA,Molothrus,ater,Molothrus ater,NA,PRBO-PC
407,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Myiarchus,cinerascens,Myiarchus cinerascens,NA,PRBO-PC
408,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Myiarchus,cinerascens,Myiarchus cinerascens,NA,PRBO-PC
409,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Myiarchus,cinerascens,Myiarchus cinerascens,NA,PRBO-PC
410,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Pica,pica,Pica hudsonia,NA,PRBO-PC
411,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Pica,pica,Pica hudsonia,NA,PRBO-PC
412,118,M O F F A T,2018,1253.925,1323,2005,6,13,NA,Picoides,nuttallii,Picoides nuttallii,NA,PRBO-PC
413,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Polioptila,caerulea,Polioptila caerulea,NA,PRBO-PC
414,99,R I V E R,2013,406.8415,302,2002,6,26,NA,Stelgidopteryx,serripennis,Stelgidopteryx serripennis,NA,PRBO-PC
415,118,M O F F A T,2018,1253.925,1323,2003,6,7,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
416,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
417,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
418,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
419,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
420,118,M O F F A T,2018,1253.925,1323,2003,6,29,NA,Sturnella,neglecta,Sturnella neglecta,NA,PRBO-PC
421,118,M O F F A T,2018,1253.925,1323,2003,5,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
422,118,M O F F A T,2018,1253.925,1323,2002,5,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
423,118,M O F F A T,2018,1253.925,1323,2005,6,26,NA,Sturnus,vulgaris,Sturnus vulgaris,NA,PRBO-PC
424,118,M O F F A T,2018,1253.925,1323,2002,6,27,NA,Thryomanes,bewickii,Thryomanes bewickii,NA,PRBO-PC
425,118,M O F F A T,2018,1253.925,1323,2002,6,11,NA,Tyrannus,verticalis,Tyrannus verticalis,NA,PRBO-PC
